@relation 'keeldataset-weka.filters.unsupervised.attribute.Remove-R5,20-22'

@attribute cap-shape {x,b,s,f,k,c}
@attribute cap-surface {s,y,f,g}
@attribute cap-color {n,y,w,g,e,p,b,u,c,r}
@attribute bruises {t,f}
@attribute gill-attachment {f,a}
@attribute gill-spacing {c,w}
@attribute gill-size {n,b}
@attribute gill-color {k,n,g,p,w,h,u,e,b,r,y,o}
@attribute stalk-shape {e,t}
@attribute stalk-root {e,c,b,r}
@attribute stalk-surface-above-ring {s,f,k,y}
@attribute stalk-surface-below-ring {s,f,y,k}
@attribute stalk-color-above-ring {w,g,p,n,b,e,o,c,y}
@attribute stalk-color-below-ring {w,p,g,b,n,e,y,o,c}
@attribute veil-type {p}
@attribute veil-color {w,n,o,y}
@attribute ring-number {o,t,n}
@attribute ring-type {p,e,l,f,n}
@attribute verdict {p,e}

@data
x,s,g,f,f,w,b,n,t,e,s,s,w,w,p,w,o,e,e
x,y,e,t,f,c,b,w,t,b,s,s,w,p,p,w,o,p,e
f,f,g,t,f,c,b,w,t,b,s,s,p,w,p,w,o,p,e
f,f,n,t,f,c,b,n,t,b,s,s,p,w,p,w,o,p,e
x,f,n,f,f,w,b,k,t,e,f,f,w,w,p,w,o,e,e
f,s,n,f,f,w,b,n,t,e,s,f,w,w,p,w,o,e,e
x,f,w,f,f,w,b,n,t,e,s,s,w,w,p,w,o,e,e
x,y,y,t,f,c,b,p,e,r,s,y,w,w,p,w,o,p,e
x,f,e,t,f,c,b,u,t,b,s,s,w,p,p,w,o,p,e
x,f,n,f,f,w,b,h,t,e,f,s,w,w,p,w,o,e,e
x,y,n,t,f,c,b,p,t,b,s,s,w,g,p,w,o,p,e
f,f,g,t,f,c,b,n,t,b,s,s,w,p,p,w,o,p,e
x,f,w,f,f,w,b,k,t,e,f,s,w,w,p,w,o,e,e
x,y,w,t,f,c,b,k,e,c,s,s,w,w,p,w,o,p,e
x,s,n,f,f,w,b,p,t,e,s,s,w,w,p,w,o,e,e
f,s,w,f,f,w,b,p,t,e,s,s,w,w,p,w,o,e,e
f,f,n,t,f,c,b,u,t,b,s,s,g,w,p,w,o,p,e
f,f,w,f,f,w,b,k,t,e,f,f,w,w,p,w,o,e,e
x,f,g,t,f,c,b,u,t,b,s,s,g,p,p,w,o,p,e
x,f,n,t,f,c,b,p,t,b,s,s,w,g,p,w,o,p,e
x,f,w,f,f,w,b,p,t,e,s,f,w,w,p,w,o,e,e
x,s,w,t,f,c,b,n,e,c,s,s,w,w,p,w,o,p,e
f,s,g,f,f,w,b,n,t,e,f,s,w,w,p,w,o,e,e
f,y,n,t,f,c,n,n,e,e,s,s,w,w,p,w,o,p,p
f,f,g,f,f,w,b,p,t,e,f,s,w,w,p,w,o,e,e
x,f,n,t,f,c,b,n,t,b,s,s,p,w,p,w,o,p,e
x,f,w,f,f,w,b,n,t,e,s,f,w,w,p,w,o,e,e
x,y,n,t,f,c,b,u,t,b,s,s,p,w,p,w,o,p,e
x,y,e,t,f,c,b,p,t,b,s,s,p,p,p,w,o,p,e
f,s,n,t,f,c,n,n,e,e,s,s,w,w,p,w,o,p,p
f,s,g,f,f,w,b,p,t,e,s,s,w,w,p,w,o,e,e
x,f,g,t,f,c,b,n,t,b,s,s,w,g,p,w,o,p,e
f,f,g,t,f,c,b,n,t,b,s,s,g,p,p,w,o,p,e
x,f,g,t,f,c,b,n,t,b,s,s,w,g,p,w,o,p,e
x,f,g,t,f,c,b,w,t,b,s,s,p,p,p,w,o,p,e
x,f,n,t,f,c,b,u,t,b,s,s,p,g,p,w,o,p,e
x,s,w,t,f,c,n,p,e,e,s,s,w,w,p,w,o,p,p
x,s,y,t,f,c,b,k,e,c,s,s,w,w,p,w,o,p,e
x,f,n,t,f,c,b,n,t,b,s,s,p,p,p,w,o,p,e
f,y,n,t,f,c,b,w,t,b,s,s,w,w,p,w,o,p,e
x,s,g,f,f,w,b,n,t,e,f,f,w,w,p,w,o,e,e
x,y,e,t,f,c,b,u,t,b,s,s,w,p,p,w,o,p,e
x,f,g,f,f,w,b,k,t,e,f,s,w,w,p,w,o,e,e
f,s,w,f,f,w,b,p,t,e,f,s,w,w,p,w,o,e,e
x,f,n,t,f,c,b,n,t,b,s,s,g,g,p,w,o,p,e
f,f,n,t,f,c,b,u,t,b,s,s,w,p,p,w,o,p,e
f,f,g,f,f,w,b,n,t,e,s,f,w,w,p,w,o,e,e
f,f,g,f,f,w,b,n,t,e,s,s,w,w,p,w,o,e,e
f,f,n,f,f,w,b,h,t,e,f,f,w,w,p,w,o,e,e
x,f,g,t,f,c,b,p,t,b,s,s,g,w,p,w,o,p,e
x,f,e,t,f,c,b,n,t,b,s,s,p,g,p,w,o,p,e
f,y,n,t,f,c,n,p,e,e,s,s,w,w,p,w,o,p,p
x,y,g,t,f,c,b,p,t,b,s,s,g,g,p,w,o,p,e
x,s,w,f,f,w,b,k,t,e,s,f,w,w,p,w,o,e,e
b,s,w,t,f,c,b,g,e,c,s,s,w,w,p,w,o,p,e
x,s,w,f,f,w,b,h,t,e,f,f,w,w,p,w,o,e,e
f,f,n,f,f,w,b,k,t,e,f,f,w,w,p,w,o,e,e
x,y,g,t,f,c,b,p,t,b,s,s,g,w,p,w,o,p,e
f,f,g,t,f,c,b,n,t,b,s,s,w,w,p,w,o,p,e
x,f,g,f,f,w,b,p,t,e,f,s,w,w,p,w,o,e,e
x,s,w,t,f,c,n,n,e,e,s,s,w,w,p,w,o,p,p
x,s,n,f,f,w,b,k,t,e,s,s,w,w,p,w,o,e,e
x,y,g,t,f,c,b,p,t,b,s,s,w,g,p,w,o,p,e
f,f,g,t,f,c,b,p,t,b,s,s,w,w,p,w,o,p,e
x,y,n,t,f,c,b,w,t,b,s,s,p,w,p,w,o,p,e
x,f,e,t,f,c,b,p,t,b,s,s,p,g,p,w,o,p,e
f,f,n,t,f,c,b,w,t,b,s,s,g,p,p,w,o,p,e
x,f,e,t,f,c,b,u,t,b,s,s,g,g,p,w,o,p,e
f,f,n,t,f,c,b,p,t,b,s,s,w,w,p,w,o,p,e
x,y,e,t,f,c,b,u,t,b,s,s,p,p,p,w,o,p,e
x,f,g,t,f,c,b,w,t,b,s,s,p,w,p,w,o,p,e
f,f,g,t,f,c,b,p,t,b,s,s,w,w,p,w,o,p,e
x,f,e,t,f,c,b,w,t,b,s,s,g,w,p,w,o,p,e
x,y,e,t,f,c,b,u,t,b,s,s,g,p,p,w,o,p,e
x,s,w,t,f,c,n,w,e,e,s,s,w,w,p,w,o,p,p
x,f,e,t,f,c,b,n,t,b,s,s,p,g,p,w,o,p,e
x,y,g,t,f,c,b,p,t,b,s,s,w,w,p,w,o,p,e
x,f,n,t,f,c,b,p,t,b,s,s,g,g,p,w,o,p,e
x,y,e,t,f,c,b,w,t,b,s,s,w,g,p,w,o,p,e
x,y,g,t,f,c,b,n,t,b,s,s,g,p,p,w,o,p,e
x,f,g,t,f,c,b,n,t,b,s,s,p,p,p,w,o,p,e
x,y,g,t,f,c,b,u,t,b,s,s,g,w,p,w,o,p,e
x,f,e,t,f,c,b,p,t,b,s,s,w,w,p,w,o,p,e
f,y,e,t,f,c,b,n,t,b,s,s,w,w,p,w,o,p,e
f,f,n,t,f,c,b,p,t,b,s,s,g,p,p,w,o,p,e
x,f,n,t,f,c,b,u,t,b,s,s,w,p,p,w,o,p,e
f,y,g,t,f,c,b,w,t,b,s,s,p,p,p,w,o,p,e
x,y,e,t,f,c,b,u,t,b,s,s,p,g,p,w,o,p,e
x,f,g,t,f,c,b,p,t,b,s,s,g,g,p,w,o,p,e
x,y,g,t,f,c,b,n,t,b,s,s,w,p,p,w,o,p,e
x,f,g,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,p
f,s,w,t,f,c,n,p,e,e,s,s,w,w,p,w,o,p,p
x,f,e,t,f,c,b,n,t,b,s,s,p,w,p,w,o,p,e
x,f,w,f,f,w,b,h,t,e,s,s,w,w,p,w,o,e,e
x,y,n,t,f,c,b,u,t,b,s,s,g,w,p,w,o,p,e
f,f,n,t,f,c,b,n,t,b,s,s,g,w,p,w,o,p,e
x,f,n,t,f,c,b,w,t,b,s,s,p,g,p,w,o,p,e
x,y,g,t,f,c,b,u,t,b,s,s,p,w,p,w,o,p,e
x,y,g,t,f,c,b,w,t,b,s,s,g,w,p,w,o,p,e
x,f,e,t,f,c,b,u,t,b,s,s,w,p,p,w,o,p,e
x,y,n,t,f,c,b,n,t,b,s,s,w,g,p,w,o,p,e
x,f,g,t,f,c,b,w,t,b,s,s,p,g,p,w,o,p,e
x,f,e,t,f,c,b,w,t,b,s,s,p,w,p,w,o,p,e
x,y,e,t,f,c,b,u,t,b,s,s,w,g,p,w,o,p,e
x,y,n,t,f,c,b,p,t,b,s,s,p,w,p,w,o,p,e
x,y,e,t,f,c,b,n,t,b,s,s,w,w,p,w,o,p,e
f,y,n,t,f,c,b,p,t,b,s,s,w,g,p,w,o,p,e
f,y,n,t,f,c,b,n,t,b,s,s,p,w,p,w,o,p,e
x,y,n,t,f,c,b,n,t,b,s,s,g,g,p,w,o,p,e
f,s,n,t,f,c,n,n,e,e,s,s,w,w,p,w,o,p,p
f,f,e,t,f,c,b,u,t,b,s,s,w,w,p,w,o,p,e
x,s,w,t,f,c,n,w,e,e,s,s,w,w,p,w,o,p,p
x,f,e,t,f,c,b,u,t,b,s,s,g,p,p,w,o,p,e
f,f,n,t,f,c,b,p,t,b,s,s,g,g,p,w,o,p,e
x,y,n,t,f,c,b,u,t,b,s,s,p,g,p,w,o,p,e
f,f,e,t,f,c,b,p,t,b,s,s,w,g,p,w,o,p,e
x,f,e,t,f,c,b,n,t,b,s,s,w,g,p,w,o,p,e
x,f,g,t,f,c,b,p,t,b,s,s,g,p,p,w,o,p,e
x,y,n,t,f,c,b,n,t,b,s,s,p,g,p,w,o,p,e
f,f,n,t,f,c,b,u,t,b,s,s,w,g,p,w,o,p,e
f,f,n,t,f,c,b,w,t,b,s,s,p,p,p,w,o,p,e
x,f,e,t,f,c,b,u,t,b,s,s,w,g,p,w,o,p,e
x,f,n,t,f,c,b,u,t,b,s,s,w,g,p,w,o,p,e
x,f,e,t,f,c,b,p,t,b,s,s,g,w,p,w,o,p,e
f,f,g,t,f,c,b,p,t,b,s,s,g,p,p,w,o,p,e
x,y,n,t,f,c,b,u,t,b,s,s,w,p,p,w,o,p,e
f,f,n,t,f,c,b,u,t,b,s,s,w,p,p,w,o,p,e
x,f,e,t,f,c,b,n,t,b,s,s,w,p,p,w,o,p,e
x,y,e,t,f,c,b,w,t,b,s,s,p,w,p,w,o,p,e
x,f,g,t,f,c,b,p,t,b,s,s,p,g,p,w,o,p,e
x,y,g,t,f,c,b,n,t,b,s,s,g,g,p,w,o,p,e
x,y,e,t,f,c,b,p,t,b,s,s,p,g,p,w,o,p,e
x,y,g,t,f,c,b,p,t,b,s,s,g,p,p,w,o,p,e
x,f,g,t,f,c,b,n,t,b,s,s,g,g,p,w,o,p,e
f,f,g,t,f,c,b,n,t,b,s,s,g,g,p,w,o,p,e
x,y,g,t,f,c,b,n,t,b,s,s,g,w,p,w,o,p,e
x,y,e,t,f,c,b,n,t,b,s,s,w,g,p,w,o,p,e
f,f,n,t,f,c,b,p,t,b,s,s,w,p,p,w,o,p,e
f,f,n,t,f,c,b,w,t,b,s,s,g,w,p,w,o,p,e
x,y,e,t,f,c,b,p,t,b,s,s,w,w,p,w,o,p,e
x,f,g,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,p
x,y,g,t,f,c,b,u,t,b,s,s,p,w,p,w,o,p,e
x,f,e,t,f,c,b,w,t,b,s,s,p,g,p,w,o,p,e
x,y,n,t,f,c,b,u,t,b,s,s,g,p,p,w,o,p,e
f,f,n,t,f,c,b,p,t,b,s,s,g,w,p,w,o,p,e
x,y,e,t,f,c,b,w,t,b,s,s,g,p,p,w,o,p,e
f,f,n,t,f,c,b,p,t,b,s,s,g,g,p,w,o,p,e
f,y,n,t,f,c,b,p,t,b,s,s,w,g,p,w,o,p,e
f,f,g,t,f,c,b,p,t,b,s,s,w,p,p,w,o,p,e
x,f,e,t,f,c,b,n,t,b,s,s,p,w,p,w,o,p,e
x,f,g,t,f,c,b,w,t,b,s,s,g,p,p,w,o,p,e
x,f,g,t,f,c,b,u,t,b,s,s,g,w,p,w,o,p,e
x,f,n,t,f,c,b,u,t,b,s,s,p,w,p,w,o,p,e
x,f,g,t,f,c,b,w,t,b,s,s,w,g,p,w,o,p,e
x,s,g,f,f,w,b,k,t,e,s,s,w,w,p,w,o,e,e
x,y,e,t,f,c,b,u,t,b,s,s,p,g,p,w,o,p,e
f,f,g,t,f,c,b,p,t,b,s,s,p,g,p,w,o,p,e
x,y,e,t,f,c,b,n,t,b,s,s,g,w,p,w,o,p,e
f,f,g,t,f,c,b,n,t,b,s,s,g,p,p,w,o,p,e
x,f,g,t,f,c,b,u,t,b,s,s,w,p,p,w,o,p,e
x,f,g,t,f,c,b,n,t,b,s,s,p,p,p,w,o,p,e
f,f,g,t,f,c,b,p,t,b,s,s,w,p,p,w,o,p,e
x,s,w,f,f,w,b,p,t,e,s,f,w,w,p,w,o,e,e
x,f,n,t,f,c,b,w,t,b,s,s,g,w,p,w,o,p,e
f,f,n,t,f,c,b,w,t,b,s,s,p,p,p,w,o,p,e
f,f,g,t,f,c,b,p,t,b,s,s,g,g,p,w,o,p,e
x,y,g,t,f,c,b,w,t,b,s,s,w,w,p,w,o,p,e
x,f,e,t,f,c,b,u,t,b,s,s,w,w,p,w,o,p,e
x,y,e,t,f,c,b,u,t,b,s,s,g,p,p,w,o,p,e
x,f,n,t,f,c,b,w,t,b,s,s,g,p,p,w,o,p,e
f,y,g,t,f,c,b,w,t,b,s,s,w,w,p,w,o,p,e
x,y,g,t,f,c,b,w,t,b,s,s,p,p,p,w,o,p,e
x,s,p,f,f,w,n,g,e,b,s,s,w,w,p,w,o,p,p
x,y,n,t,f,c,b,p,t,b,s,s,g,p,p,w,o,p,e
f,f,g,t,f,c,b,n,t,b,s,s,p,w,p,w,o,p,e
x,y,e,t,f,c,b,p,t,b,s,s,w,p,p,w,o,p,e
f,f,n,t,f,c,b,p,t,b,s,s,p,w,p,w,o,p,e
x,y,n,t,f,c,b,w,t,b,s,s,w,g,p,w,o,p,e
x,f,g,t,f,c,b,w,t,b,s,s,g,w,p,w,o,p,e
f,f,n,t,f,c,b,p,t,b,s,s,g,w,p,w,o,p,e
x,y,n,t,f,c,b,n,t,b,s,s,p,w,p,w,o,p,e
x,y,n,t,f,c,b,w,t,b,s,s,p,w,p,w,o,p,e
x,f,e,t,f,c,b,w,t,b,s,s,p,w,p,w,o,p,e
f,f,g,t,f,c,b,p,t,b,s,s,w,p,p,w,o,p,e
x,y,e,t,f,c,b,n,t,b,s,s,w,w,p,w,o,p,e
x,y,e,t,f,c,b,u,t,b,s,s,g,g,p,w,o,p,e
f,f,n,t,f,c,b,w,t,b,s,s,p,g,p,w,o,p,e
x,f,e,t,f,c,b,p,t,b,s,s,w,p,p,w,o,p,e
x,f,e,t,f,c,b,n,t,b,s,s,p,p,p,w,o,p,e
x,f,w,f,f,w,b,k,t,e,f,f,w,w,p,w,o,e,e
x,y,g,t,f,c,b,p,t,b,s,s,g,g,p,w,o,p,e
x,f,e,t,f,c,b,p,t,b,s,s,g,w,p,w,o,p,e
x,y,g,t,f,c,b,p,t,b,s,s,p,w,p,w,o,p,e
x,f,e,t,f,c,b,w,t,b,s,s,w,p,p,w,o,p,e
x,f,g,t,f,c,b,p,t,b,s,s,w,w,p,w,o,p,e
f,y,e,t,f,c,b,p,t,b,s,s,w,g,p,w,o,p,e
f,y,g,t,f,c,b,p,t,b,s,s,p,g,p,w,o,p,e
x,y,e,t,f,c,b,p,t,b,s,s,p,w,p,w,o,p,e
x,y,g,t,f,c,b,p,t,b,s,s,w,g,p,w,o,p,e
f,f,g,f,f,w,b,h,t,e,s,f,w,w,p,w,o,e,e
x,f,g,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,p
x,f,e,t,f,c,b,p,t,b,s,s,g,w,p,w,o,p,e
x,y,e,t,f,c,b,w,t,b,s,s,w,g,p,w,o,p,e
f,s,w,t,f,c,n,w,e,e,s,s,w,w,p,w,o,p,p
f,y,n,t,f,c,b,u,t,b,s,s,w,w,p,w,o,p,e
x,f,e,t,f,c,b,n,t,b,s,s,p,w,p,w,o,p,e
x,y,e,t,f,c,b,n,t,b,s,s,p,g,p,w,o,p,e
x,f,g,t,f,c,b,n,t,b,s,s,g,w,p,w,o,p,e
x,y,g,t,f,c,b,p,t,b,s,s,g,p,p,w,o,p,e
x,f,g,f,f,w,b,n,t,e,f,f,w,w,p,w,o,e,e
x,f,n,t,f,c,b,u,t,b,s,s,g,w,p,w,o,p,e
f,f,e,t,f,c,b,n,t,b,s,s,g,w,p,w,o,p,e
x,y,g,t,f,c,b,u,t,b,s,s,g,g,p,w,o,p,e
f,f,n,t,f,c,b,w,t,b,s,s,g,p,p,w,o,p,e
f,f,g,f,f,w,b,h,t,e,f,f,w,w,p,w,o,e,e
f,f,g,t,f,c,b,p,t,b,s,s,p,w,p,w,o,p,e
x,y,n,t,f,c,b,w,t,b,s,s,w,w,p,w,o,p,e
f,f,g,t,f,c,b,p,t,b,s,s,p,p,p,w,o,p,e
f,y,n,t,f,c,b,u,t,b,s,s,w,w,p,w,o,p,e
x,f,g,t,f,c,b,w,t,b,s,s,p,g,p,w,o,p,e
x,y,e,t,f,c,b,u,t,b,s,s,p,w,p,w,o,p,e
x,y,n,t,f,c,b,n,t,b,s,s,p,p,p,w,o,p,e
f,s,g,f,f,w,b,n,t,e,f,s,w,w,p,w,o,e,e
x,f,n,t,f,c,b,w,t,b,s,s,w,p,p,w,o,p,e
f,f,n,t,f,c,b,n,t,b,s,s,w,g,p,w,o,p,e
x,y,e,t,f,c,b,w,t,b,s,s,p,p,p,w,o,p,e
x,y,e,t,f,c,b,w,t,b,s,s,p,g,p,w,o,p,e
x,y,n,t,f,c,b,n,t,b,s,s,p,w,p,w,o,p,e
f,s,w,f,f,w,b,h,t,e,s,f,w,w,p,w,o,e,e
x,y,n,t,f,c,b,p,t,b,s,s,g,g,p,w,o,p,e
x,y,e,t,f,c,b,p,t,b,s,s,w,w,p,w,o,p,e
x,f,g,t,f,c,b,p,t,b,s,s,p,g,p,w,o,p,e
f,f,g,t,f,c,b,n,t,b,s,s,p,w,p,w,o,p,e
f,f,n,f,f,w,b,n,t,e,s,f,w,w,p,w,o,e,e
f,f,g,t,f,c,b,n,t,b,s,s,w,p,p,w,o,p,e
x,y,e,t,f,c,b,u,t,b,s,s,g,w,p,w,o,p,e
f,f,g,t,f,c,b,n,t,b,s,s,w,g,p,w,o,p,e
x,y,n,t,f,c,b,u,t,b,s,s,w,p,p,w,o,p,e
x,f,e,t,f,c,b,u,t,b,s,s,p,g,p,w,o,p,e
x,f,n,t,f,c,b,w,t,b,s,s,w,p,p,w,o,p,e
x,f,g,t,f,c,b,n,t,b,s,s,w,w,p,w,o,p,e
f,f,g,t,f,c,b,w,t,b,s,s,g,w,p,w,o,p,e
x,f,n,t,f,c,b,p,t,b,s,s,p,g,p,w,o,p,e
x,y,n,t,f,c,b,u,t,b,s,s,p,g,p,w,o,p,e
x,f,e,t,f,c,b,p,t,b,s,s,w,g,p,w,o,p,e
f,f,g,t,f,c,b,n,t,b,s,s,w,g,p,w,o,p,e
x,y,n,t,f,c,b,p,t,b,s,s,w,p,p,w,o,p,e
x,s,p,f,f,w,n,n,e,b,s,s,w,w,p,w,o,p,p
f,y,g,t,f,c,b,w,t,b,s,s,g,w,p,w,o,p,e
f,f,n,t,f,c,b,p,t,b,s,s,w,g,p,w,o,p,e
f,s,n,t,f,c,n,p,e,e,s,s,w,w,p,w,o,p,p
x,y,n,t,f,c,b,u,t,b,s,s,w,g,p,w,o,p,e
x,y,g,t,f,c,b,u,t,b,s,s,g,g,p,w,o,p,e
x,y,e,t,f,c,b,n,t,b,s,s,g,g,p,w,o,p,e
x,y,e,t,f,c,b,n,t,b,s,s,p,w,p,w,o,p,e
x,y,e,t,f,c,b,p,t,b,s,s,w,g,p,w,o,p,e
x,f,g,t,f,c,b,p,t,b,s,s,p,g,p,w,o,p,e
f,s,w,f,f,w,b,n,t,e,s,s,w,w,p,w,o,e,e
x,y,g,t,f,c,b,p,t,b,s,s,w,p,p,w,o,p,e
x,f,n,f,f,w,b,p,t,e,s,f,w,w,p,w,o,e,e
x,f,n,t,f,c,b,w,t,b,s,s,g,p,p,w,o,p,e
x,y,g,t,f,c,b,p,t,b,s,s,p,p,p,w,o,p,e
x,y,e,t,f,c,b,p,t,b,s,s,w,p,p,w,o,p,e
x,y,n,t,f,c,b,u,t,b,s,s,g,p,p,w,o,p,e
x,f,g,t,f,c,b,w,t,b,s,s,p,w,p,w,o,p,e
x,f,g,t,f,c,b,w,t,b,s,s,p,w,p,w,o,p,e
x,y,g,t,f,c,b,w,t,b,s,s,p,g,p,w,o,p,e
x,y,g,t,f,c,b,n,t,b,s,s,p,p,p,w,o,p,e
f,y,g,t,f,c,b,p,t,b,s,s,g,g,p,w,o,p,e
x,f,e,t,f,c,b,p,t,b,s,s,w,w,p,w,o,p,e
x,y,e,t,f,c,b,n,t,b,s,s,g,w,p,w,o,p,e
x,f,n,t,f,c,b,w,t,b,s,s,p,w,p,w,o,p,e
x,f,n,t,f,c,b,w,t,b,s,s,p,p,p,w,o,p,e
f,f,n,t,f,c,b,n,t,b,s,s,g,g,p,w,o,p,e
f,f,n,t,f,c,b,p,t,b,s,s,p,p,p,w,o,p,e
x,y,g,t,f,c,b,u,t,b,s,s,p,p,p,w,o,p,e
x,f,e,t,f,c,b,w,t,b,s,s,w,g,p,w,o,p,e
f,y,n,t,f,c,b,w,t,b,s,s,p,g,p,w,o,p,e
x,y,e,t,f,c,b,p,t,b,s,s,w,w,p,w,o,p,e
f,y,n,t,f,c,b,w,t,b,s,s,w,p,p,w,o,p,e
x,y,g,t,f,c,b,p,t,b,s,s,w,w,p,w,o,p,e
f,f,n,t,f,c,b,n,t,b,s,s,p,w,p,w,o,p,e
x,y,g,t,f,c,b,w,t,b,s,s,g,p,p,w,o,p,e
x,y,e,t,f,c,b,w,t,b,s,s,p,p,p,w,o,p,e
x,y,n,t,f,c,b,p,t,b,s,s,w,g,p,w,o,p,e
x,f,g,t,f,c,b,w,t,b,s,s,w,p,p,w,o,p,e
x,f,e,t,f,c,b,u,t,b,s,s,w,g,p,w,o,p,e
x,f,n,t,f,c,b,u,t,b,s,s,p,p,p,w,o,p,e
f,f,n,t,f,c,b,w,t,b,s,s,g,w,p,w,o,p,e
f,y,g,t,f,c,b,u,t,b,s,s,p,p,p,w,o,p,e
x,f,n,t,f,c,b,w,t,b,s,s,p,w,p,w,o,p,e
x,y,e,t,f,c,b,w,t,b,s,s,p,w,p,w,o,p,e
f,f,n,t,f,c,b,w,t,b,s,s,p,g,p,w,o,p,e
x,y,n,t,f,c,b,w,t,b,s,s,g,p,p,w,o,p,e
f,f,n,t,f,c,b,n,t,b,s,s,w,p,p,w,o,p,e
x,y,e,t,f,c,b,u,t,b,s,s,w,g,p,w,o,p,e
x,y,e,t,f,c,b,u,t,b,s,s,p,g,p,w,o,p,e
x,f,g,t,f,c,b,w,t,b,s,s,g,g,p,w,o,p,e
x,f,g,t,f,c,b,p,t,b,s,s,w,p,p,w,o,p,e
f,f,e,t,f,c,b,u,t,b,s,s,w,p,p,w,o,p,e
x,f,n,t,f,c,b,w,t,b,s,s,w,g,p,w,o,p,e
x,y,e,t,f,c,b,n,t,b,s,s,p,p,p,w,o,p,e
x,y,g,t,f,c,b,u,t,b,s,s,p,w,p,w,o,p,e
x,y,g,t,f,c,b,u,t,b,s,s,w,p,p,w,o,p,e
x,f,e,t,f,c,b,u,t,b,s,s,p,w,p,w,o,p,e
f,f,n,t,f,c,b,w,t,b,s,s,w,w,p,w,o,p,e
x,y,n,t,f,c,b,p,t,b,s,s,p,p,p,w,o,p,e
x,y,g,t,f,c,b,u,t,b,s,s,g,p,p,w,o,p,e
x,f,w,f,f,w,b,h,t,e,s,f,w,w,p,w,o,e,e
f,y,g,t,f,c,b,w,t,b,s,s,g,g,p,w,o,p,e
f,s,g,f,f,w,b,n,t,e,f,f,w,w,p,w,o,e,e
f,f,n,t,f,c,b,u,t,b,s,s,g,w,p,w,o,p,e
x,y,e,t,f,c,b,w,t,b,s,s,w,w,p,w,o,p,e
f,y,w,t,f,c,n,w,e,e,s,s,w,w,p,w,o,p,p
x,y,g,t,f,c,b,n,t,b,s,s,w,g,p,w,o,p,e
f,f,n,t,f,c,b,w,t,b,s,s,w,w,p,w,o,p,e
x,f,g,t,f,c,b,w,t,b,s,s,g,g,p,w,o,p,e
x,f,e,t,f,c,b,n,t,b,s,s,p,g,p,w,o,p,e
f,f,g,t,f,c,b,n,t,b,s,s,g,w,p,w,o,p,e
x,y,n,t,f,c,b,p,t,b,s,s,p,g,p,w,o,p,e
x,y,e,t,f,c,b,n,t,b,s,s,p,w,p,w,o,p,e
x,y,n,t,f,c,b,n,t,b,s,s,p,g,p,w,o,p,e
x,y,n,t,f,c,b,n,t,b,s,s,w,w,p,w,o,p,e
f,f,n,t,f,c,b,p,t,b,s,s,g,w,p,w,o,p,e
x,y,g,t,f,c,b,u,t,b,s,s,g,p,p,w,o,p,e
x,y,n,t,f,c,b,n,t,b,s,s,w,p,p,w,o,p,e
x,f,e,t,f,c,b,w,t,b,s,s,w,g,p,w,o,p,e
f,f,n,t,f,c,b,p,t,b,s,s,p,g,p,w,o,p,e
x,f,e,t,f,c,b,n,t,b,s,s,w,w,p,w,o,p,e
f,s,w,f,f,w,b,k,t,e,s,s,w,w,p,w,o,e,e
x,y,n,t,f,c,b,n,t,b,s,s,g,w,p,w,o,p,e
x,f,g,t,f,c,b,w,t,b,s,s,g,g,p,w,o,p,e
x,f,n,t,f,c,b,w,t,b,s,s,p,w,p,w,o,p,e
x,f,e,t,f,c,b,p,t,b,s,s,g,g,p,w,o,p,e
f,f,n,t,f,c,b,n,t,b,s,s,g,p,p,w,o,p,e
x,f,n,t,f,c,b,u,t,b,s,s,w,p,p,w,o,p,e
x,y,n,t,f,c,b,p,t,b,s,s,w,g,p,w,o,p,e
f,s,w,t,f,c,n,w,e,e,s,s,w,w,p,w,o,p,p
x,f,g,t,f,c,b,w,t,b,s,s,g,g,p,w,o,p,e
f,s,w,f,f,w,b,k,t,e,s,s,w,w,p,w,o,e,e
x,s,g,f,f,w,b,p,t,e,s,f,w,w,p,w,o,e,e
x,f,g,t,f,c,b,p,t,b,s,s,p,g,p,w,o,p,e
f,f,n,t,f,c,b,n,t,b,s,s,p,g,p,w,o,p,e
x,f,e,t,f,c,b,n,t,b,s,s,g,g,p,w,o,p,e
x,y,g,t,f,c,b,n,t,b,s,s,p,g,p,w,o,p,e
f,f,n,t,f,c,b,u,t,b,s,s,w,g,p,w,o,p,e
x,f,n,t,f,c,b,w,t,b,s,s,p,p,p,w,o,p,e
x,f,g,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,p
x,y,e,t,f,c,b,w,t,b,s,s,g,g,p,w,o,p,e
x,f,n,f,f,w,b,h,t,e,s,s,w,w,p,w,o,e,e
x,s,w,t,f,c,n,n,e,e,s,s,w,w,p,w,o,p,p
x,y,g,t,f,c,b,p,t,b,s,s,p,p,p,w,o,p,e
f,f,n,t,f,c,b,n,t,b,s,s,w,w,p,w,o,p,e
x,f,n,t,f,c,b,p,t,b,s,s,g,p,p,w,o,p,e
x,y,g,t,f,c,b,u,t,b,s,s,p,w,p,w,o,p,e
x,y,g,t,f,c,b,w,t,b,s,s,p,p,p,w,o,p,e
